chrom	start	end	optimal_ru	coding	period	obs_het	ABC_s_median	ABC_s_95%_CI	Num_s_accepted(max_5000)	Likelihood_0	Likelihood_s	LR	LogLR	LRT_p_value
chr2	9589588	9589605	6	0.0	3	0.0058417	0.00025	(0 , 0.00338)	43	0.005	0.025	0.2	3.2188758	0.0727936
chr2	9634072	9634086	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	9660028	9660042	5	0.0	3	0.0005325	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr2	9718864	9718896	10	0.0	3	0.7804663	4e-05	(0 , 0.00107)	911	0.295	0.35	0.8428571	0.3419156	0.5587256
chr2	9810153	9810167	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	9836280	9836297	6	0.0	3	0.0005325	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr2	9841021	9841035	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	9900539	9900553	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	9929143	9929172	10	0.0	3	0.4397566	8e-05	(0 , 0.00228)	1691	0.52	0.49	1.0612245	-0.1188468	1.0
chr2	9994311	9994352	14	0.0	3	0.8195746	0.00029	(0 , 0.00404)	2290	0.52	0.735	0.707483	0.6920834	0.4054567
chr2	10043622	10043639	6	0.0	3	0.4431807	0.0	(0 , 0.00054)	35	0.035	0.035	1.0	-0.0	1.0
chr2	10069367	10069381	5	0.0	3	0.0023947	1e-05	(0 , 0.01134)	16	0.02	0.01	2.0	-1.3862944	1.0
chr2	10212265	10212282	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	10299638	10299682	15	0.0	3	0.7177496	0.00026	(0 , 0.00487)	2846	0.615	0.865	0.7109827	0.6822145	0.4088252
chr2	10321437	10321454	6	0.0	3	0.0013308	0.00027	(0 , 0.01575)	240	0.065	0.05	1.3	-0.5247285	1.0
chr2	10341456	10341473	6	0.0	3	0.0005325	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr2	10342174	10342191	6	0.0	3	0.0121785	3e-05	(0 , 0.00362)	33	0.01	0.01	1.0	-0.0	1.0
chr2	10448294	10448311	6	0.0	3	0.003998	0.0002	(0 , 0.01108)	72	0.02	0.015	1.3333333	-0.5753641	1.0
chr2	10451588	10451602	5	0.0	3	0.0360757	3e-05	(0 , 0.00035)	6	0.005	0.005	1.0	-0.0	1.0
chr2	10460430	10460447	6	0.0	3	0.0002664	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	10545549	10545566	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	10607751	10607774	8	0.0	3	0.6311361	0.0	(0 , 0.00053)	322	0.19	0.19	1.0	-0.0	1.0
chr2	10620794	10620808	5	0.0	3	0.0029259	7e-05	(0 , 0.01179)	10	0.015	0.01	1.5	-0.8109302	1.0
chr2	10668185	10668199	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	10743682	10743696	5	0.0	3	0.0002667	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	10853150	10853164	5	0.0	3	0.0095438	5e-05	(0 , 0.01348)	8	0.005	0.005	1.0	-0.0	1.0
chr2	11008829	11008843	5	0.0	3	0.375864	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr2	11037241	11037258	6	0.0	3	0.0018627	0.00026	(0 , 0.01329)	110	0.045	0.025	1.8	-1.1755733	1.0
chr2	11087455	11087472	7	0.0	3	0.4980639	0.0	(0 , 0.00044)	120	0.085	0.085	1.0	-0.0	1.0
chr2	11115429	11115443	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	11172861	11172878	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	11189995	11190015	7	0.0	3	0.0042556	0.00027	(0 , 0.0107)	271	0.075	0.09	0.8333333	0.3646431	0.5459388
chr2	11220014	11220034	7	0.0	3	0.0815175	0.0	(0 , 0.00246)	50	0.025	0.025	1.0	-0.0	1.0
chr2	11252940	11252984	15	0.0	3	0.6734208	0.00028	(0 , 0.00538)	3020	0.66	0.905	0.7292818	0.6313902	0.4268458
chr2	11274283	11274306	8	0.0	3	0.0034593	0.00117	(0 , 0.02099)	1217	0.15	0.29	0.5172414	1.3184913	0.250863
chr2	11315334	11315348	5	0.0	3	0.0023942	1e-05	(0 , 0.01134)	16	0.02	0.01	2.0	-1.3862944	1.0
chr2	11331923	11331937	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	11606759	11606800	9	0.0	3	0.7138374	1e-05	(0 , 0.00083)	723	0.345	0.275	1.2545455	-0.4535466	1.0
chr2	11614551	11614568	6	0.0	3	0.0084857	4e-05	(0 , 0.00342)	41	0.01	0.01	1.0	-0.0	1.0
chr2	11669878	11669892	5	1.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	11791645	11791659	5	0.0	3	0.0358285	3e-05	(0 , 0.00035)	6	0.005	0.005	1.0	-0.0	1.0
chr2	11938894	11938908	5	0.0	3	0.2494303	9e-05	(9e-05 , 9e-05)	1	0.005	0.015	0.3333333	2.1972246	0.1382595
chr2	11970033	11970047	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	11985358	11985372	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	12043067	12043081	5	0.0	3	0.0007986	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr2	12625133	12625147	5	0.0	3	0.0005329	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr2	12666519	12666533	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	12684689	12684706	6	0.0	3	0.0005329	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr2	12703942	12703959	6	0.0	3	0.0005325	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr2	12748905	12748925	7	0.0	3	0.4723666	0.0	(0 , 0.00042)	124	0.085	0.085	1.0	-0.0	1.0
chr2	12769414	12769431	6	0.0	3	0.4580167	0.0	(0 , 0.00057)	34	0.035	0.035	1.0	-0.0	1.0
chr2	12876794	12876808	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	12901977	12901997	7	0.0	3	0.478121	0.0	(0 , 0.00042)	123	0.085	0.085	1.0	-0.0	1.0
chr2	12960454	12960468	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	12990002	12990019	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	13012855	13012872	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	13040906	13040923	6	0.0	3	0.0034561	0.00024	(0 , 0.01173)	71	0.025	0.025	1.0	-0.0	1.0
chr2	13117911	13117928	6	0.0	3	0.002714	0.0002	(0 , 0.01137)	84	0.035	0.05	0.7	0.7133499	0.398334
chr2	13140456	13140482	9	0.0	3	0.2912532	4e-05	(0 , 0.00179)	604	0.195	0.22	0.8863636	0.241256	0.6233005
chr2	13147149	13147169	7	0.0	3	0.0007987	0.00058	(0 , 0.03018)	1572	0.27	0.29	0.9310345	0.1429179	0.7053973
chr2	13246640	13246654	5	0.0	3	0.0010647	0.00024	(0 , 0.01235)	45	0.02	0.02	1.0	-0.0	1.0
chr2	13247808	13247822	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	13301508	13301522	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	13333097	13333114	6	0.0	3	0.0252707	0.00011	(0 , 0.00556)	23	0.02	0.005	4.0	-2.7725887	1.0
chr2	13385268	13385312	15	0.0	3	0.7729518	0.00027	(0 , 0.00439)	2573	0.565	0.795	0.7106918	0.6830328	0.4085444
chr2	13471982	13472011	10	0.0	3	0.4581399	7e-05	(0 , 0.00207)	1740	0.54	0.605	0.892562	0.2273186	0.6335192
chr2	13486094	13486108	5	0.0	3	0.0018624	1e-05	(0 , 0.00894)	19	0.015	0.005	3.0	-2.1972246	1.0
chr2	13597036	13597050	5	0.0	3	0.0005326	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr2	13621763	13621780	4	0.0	3	0.4351355	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr2	13755843	13755857	5	0.0	3	0.0018628	1e-05	(0 , 0.00894)	19	0.015	0.005	3.0	-2.1972246	1.0
chr2	13810053	13810073	8	0.0	3	0.5550298	0.0	(0 , 0.00058)	415	0.23	0.23	1.0	-0.0	1.0
chr2	13822111	13822146	11	0.0	3	0.6834764	0.00022	(0 , 0.0041)	2700	0.655	0.755	0.8675497	0.284165	0.5939842
chr2	13934173	13934187	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	13979833	13979847	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	13990255	13990269	5	0.0	3	0.0018624	1e-05	(0 , 0.00894)	19	0.015	0.005	3.0	-2.1972246	1.0
chr2	14074479	14074493	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	14144125	14144139	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	14217892	14217909	6	0.0	3	0.0002666	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	14371000	14371014	5	0.0	3	0.0084879	0.0001	(0 , 0.01349)	8	0.01	0.005	2.0	-1.3862944	1.0
chr2	14518072	14518098	9	0.0	3	0.6745982	1e-05	(0 , 0.00089)	852	0.38	0.305	1.2459016	-0.439719	1.0
chr2	14573485	14573499	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	14710323	14710346	8	0.0	3	0.0307155	7e-05	(0 , 0.00471)	275	0.04	0.09	0.4444444	1.6218604	0.2028326
chr2	14783319	14783336	6	0.0	3	0.0021288	0.00028	(0 , 0.01267)	128	0.055	0.025	2.2	-1.5769147	1.0
chr2	14854077	14854091	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	14865810	14865824	5	0.0	3	0.2105541	4e-05	(0 , 9e-05)	2	0.005	0.005	1.0	-0.0	1.0
chr2	14969371	14969388	6	0.0	3	0.181448	3e-05	(0 , 0.00247)	12	0.01	0.01	1.0	-0.0	1.0
chr2	14972424	14972444	7	0.0	3	0.0360757	1e-05	(0 , 0.00514)	52	0.02	0.02	1.0	-0.0	1.0
chr2	15205368	15205382	5	0.0	3	0.0031923	0.0001	(0 , 0.01158)	11	0.015	0.005	3.0	-2.1972246	1.0
chr2	15248997	15249011	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	15256294	15256311	6	0.0	3	0.0013307	0.00027	(0 , 0.01575)	240	0.065	0.05	1.3	-0.5247285	1.0
chr2	15271906	15271923	6	0.0	3	0.0002663	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	15355320	15355343	8	0.0	3	0.0237744	0.00015	(0 , 0.00644)	313	0.06	0.105	0.5714286	1.1192316	0.290084
chr2	15463106	15463120	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	15474550	15474576	10	0.0	3	0.5040355	6e-05	(0 , 0.00182)	1818	0.585	0.555	1.0540541	-0.1052875	1.0
chr2	15507406	15507423	7	0.0	3	0.4826738	0.0	(0 , 0.00042)	123	0.085	0.085	1.0	-0.0	1.0
chr2	15552424	15552438	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	15698182	15698232	15	0.0	3	0.7237163	0.00026	(0 , 0.00486)	2823	0.615	0.855	0.7192982	0.6589584	0.4169279
chr2	15720293	15720310	6	0.0	3	0.0002665	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	15779207	15779239	11	0.0	3	0.740464	0.00021	(0 , 0.00369)	2494	0.585	0.69	0.8478261	0.3301595	0.5655652
chr2	15829936	15829950	5	0.0	3	0.2836368	0.00025	(0.0001 , 0.00041)	2	0.005	0.005	1.0	-0.0	1.0
chr2	15838438	15838461	8	0.0	3	0.0090314	0.00045	(0 , 0.01135)	621	0.095	0.14	0.6785714	0.7755311	0.3785114
chr2	15912804	15912821	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	15926580	15926594	5	0.0	3	0.0150685	3e-05	(0 , 0.00054)	6	0.01	0.005	2.0	-1.3862944	1.0
chr2	15991214	15991228	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	16017000	16017014	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	16157041	16157055	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	16166004	16166018	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	16351142	16351162	7	0.0	3	0.0031913	0.00017	(0 , 0.01185)	416	0.1	0.065	1.5384615	-0.8615658	1.0
chr2	16373252	16373266	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	16567407	16567424	6	0.0	3	0.0005325	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr2	16578814	16578834	7	0.0	3	0.0061072	0.00014	(0 , 0.00758)	181	0.045	0.055	0.8181818	0.4013414	0.5263973
chr2	16589729	16589743	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	16875983	16876003	7	0.0	3	0.4382504	0.0	(0 , 0.00044)	130	0.1	0.1	1.0	-0.0	1.0
chr2	16939840	16939854	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	16948915	16948953	13	0.0	3	0.5551144	0.00041	(0 , 0.00707)	3016	0.625	0.78	0.8012821	0.4430845	0.5056374
chr2	17006989	17007003	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	17119167	17119187	7	0.0	3	0.0571614	0.0	(0 , 0.00404)	61	0.035	0.035	1.0	-0.0	1.0
chr2	17317289	17317309	7	0.0	3	0.0203578	8e-05	(0 , 0.00603)	87	0.035	0.03	1.1666667	-0.3083014	1.0
chr2	17384836	17384850	5	0.0	3	0.0005325	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr2	17451718	17451735	6	0.0	3	0.0005325	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr2	17479887	17479901	5	0.0	3	0.0005325	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr2	17631878	17631898	7	0.0	3	0.0013309	0.00049	(0 , 0.02454)	1223	0.25	0.245	1.0204082	-0.0404054	1.0
chr2	17701034	17701069	11	0.0	3	0.6224852	0.00024	(0 , 0.00457)	2930	0.695	0.83	0.8373494	0.3550277	0.5512808
chr2	17777324	17777338	5	0.0	3	0.0005325	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr2	17817794	17817808	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	17861477	17861494	6	0.0	3	0.3823141	0.0	(0 , 0.00046)	40	0.035	0.035	1.0	-0.0	1.0
chr2	17959458	17959472	5	0.0	3	0.0002664	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	18111976	18111990	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	18512785	18512799	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	18513938	18513967	10	0.0	3	0.0425219	0.01383	(0 , 0.02426)	500	0.04	0.43	0.0930233	4.7498115	0.0293015
chr2	18543756	18543773	6	0.0	3	0.0002665	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	18561301	18561315	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	18584603	18584620	6	1.0	3	0.0002663	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	18626090	18626107	6	0.0	3	0.0023955	0.0004	(0 , 0.012)	103	0.05	0.035	1.4285714	-0.7133499	1.0
chr2	18635583	18635597	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	18678280	18678297	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	18730665	18730682	6	0.0	3	0.119727	5e-05	(0 , 0.00194)	14	0.005	0.005	1.0	-0.0	1.0
chr2	18888050	18888073	8	0.0	3	0.2715676	2e-05	(0 , 0.00152)	277	0.125	0.09	1.3888889	-0.6570081	1.0
chr2	18938967	18938987	7	0.0	3	0.004517	0.00027	(0 , 0.01022)	242	0.075	0.075	1.0	-0.0	1.0
chr2	19087553	19087576	7	0.0	3	0.2431921	3e-05	(0 , 0.00086)	68	0.055	0.03	1.8333333	-1.2122716	1.0
chr2	19098883	19098900	6	0.0	3	0.466566	0.0	(0 , 0.00057)	34	0.03	0.03	1.0	-0.0	1.0
chr2	19199308	19199322	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	19257486	19257500	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	19312438	19312452	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	19320702	19320722	7	0.0	3	0.0005325	0.00097	(0 , 0.04411)	1990	0.315	0.435	0.7241379	0.6455468	0.4217093
chr2	19326389	19326403	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	19413962	19413985	8	0.0	3	0.4539302	0.0	(0 , 0.00072)	484	0.265	0.265	1.0	-0.0	1.0
chr2	19439047	19439061	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	19499177	19499194	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	19852912	19852926	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	19865809	19865826	6	0.0	3	0.0005325	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr2	19906888	19906938	17	0.0	3	0.7368005	0.00027	(0 , 0.00469)	2760	0.605	0.84	0.7202381	0.6563469	0.4178526
chr2	19934025	19934072	16	0.0	3	0.7626186	0.00027	(0 , 0.00446)	2634	0.58	0.81	0.7160494	0.6680123	0.4137455
chr2	19997621	19997635	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	20015264	20015278	5	0.0	3	0.0015973	0.00011	(0 , 0.01166)	27	0.015	0.02	0.75	0.5753641	0.4481352
chr2	20030892	20030912	7	0.0	3	0.4771051	0.0	(0 , 0.00042)	123	0.085	0.085	1.0	-0.0	1.0
chr2	20180428	20180442	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	20240898	20240912	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	20241533	20241547	5	0.0	3	0.0022428	1e-05	(0 , 0.01134)	16	0.015	0.005	3.0	-2.1972246	1.0
chr2	20283216	20283233	6	1.0	3	0.0005325	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr2	20291078	20291095	6	0.0	3	0.0015974	0.00028	(0 , 0.01483)	153	0.06	0.025	2.4	-1.7509375	1.0
chr2	20333520	20333537	6	0.0	3	0.0010656	0.00028	(0 , 0.01596)	224	0.065	0.05	1.3	-0.5247285	1.0
chr2	20348167	20348190	8	0.0	3	0.01929	0.00021	(0 , 0.00686)	363	0.07	0.11	0.6363636	0.9039702	0.3417194
chr2	20356831	20356845	5	0.0	3	0.0007986	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr2	20425654	20425680	9	0.0	3	0.0114043	0.0097	(0 , 0.02303)	622	0.06	0.615	0.097561	4.6545554	0.0309713
chr2	20464768	20464782	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	20491317	20491331	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	20492791	20492811	7	0.0	3	0.1213136	1e-05	(0 , 0.00068)	46	0.015	0.03	0.5	1.3862944	0.2390319
chr2	20495192	20495212	7	0.0	3	0.0010648	0.00053	(0 , 0.02498)	1103	0.22	0.22	1.0	-0.0	1.0
chr2	20629307	20629321	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	20667363	20667386	11	1.0	3	0.4709602	0.00043	(0 , 0.00692)	2134	0.46	0.46	1.0	-0.0	1.0
chr2	20677967	20677984	6	0.0	3	0.0002663	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	20728072	20728086	5	0.0	3	0.0195129	4e-05	(0 , 0.00056)	5	0.01	0.005	2.0	-1.3862944	1.0
chr2	20738254	20738289	8	0.0	3	0.6978894	0.0	(0 , 0.00041)	232	0.145	0.145	1.0	-0.0	1.0
chr2	20934180	20934194	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	21043880	21043897	6	1.0	3	0.3823192	0.0	(0 , 0.00046)	40	0.035	0.035	1.0	-0.0	1.0
chr2	21132218	21132235	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	21155057	21155074	5	0.0	3	0.3241305	0.00029	(0.00017 , 0.00041)	2	0.01	0.005	2.0	-1.3862944	1.0
chr2	21240919	21240957	10	0.0	3	0.6892513	4e-05	(0 , 0.00139)	1389	0.48	0.51	0.9411765	0.1212492	0.7276835
chr2	21266562	21266579	6	0.0	3	0.0002663	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	21285477	21285491	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	21468631	21468645	5	0.0	3	0.0210913	4e-05	(0 , 0.00056)	5	0.01	0.005	2.0	-1.3862944	1.0
chr2	21509889	21509909	7	0.0	3	0.0079683	0.00013	(0 , 0.00759)	135	0.05	0.06	0.8333333	0.3646431	0.5459388
chr2	21561805	21561819	4	0.0	3	0.1595556	0.0	(0 , 8e-05)	3	0.005	0.005	1.0	-0.0	1.0
chr2	21721754	21721777	8	0.0	3	0.027403	0.00014	(0 , 0.00541)	293	0.045	0.09	0.5	1.3862944	0.2390319
chr2	21802723	21802737	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	21893086	21893106	7	0.0	3	0.0034568	0.00024	(0 , 0.01315)	359	0.075	0.065	1.1538462	-0.2862017	1.0
chr2	21937707	21937724	6	0.0	3	0.0010648	0.00028	(0 , 0.01596)	224	0.065	0.05	1.3	-0.5247285	1.0
chr2	21996031	21996045	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	22034562	22034576	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr2	22117946	22117960	5	0.0	3	0.0007987	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr2	22268101	22268118	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr2	22278695	22278712	6	0.0	3	0.0002663	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	22559066	22559080	5	0.0	3	0.0029262	7e-05	(0 , 0.01179)	10	0.015	0.01	1.5	-0.8109302	1.0
chr2	22590236	22590259	8	0.0	3	0.0137639	0.00036	(0 , 0.00885)	452	0.09	0.135	0.6666667	0.8109302	0.3678454
chr2	22703708	22703722	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	22705257	22705271	5	0.0	3	0.0013307	0.00019	(0 , 0.01226)	48	0.02	0.02	1.0	-0.0	1.0
chr2	22736936	22736950	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr2	22740442	22740492	13	0.0	3	0.7014608	0.00027	(0 , 0.00496)	2904	0.645	0.865	0.7456647	0.5869584	0.4435977
chr2	22742191	22742208	6	0.0	3	0.0002664	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr2	22756149	22756166	6	0.0	3	0.0010647	0.00028	(0 , 0.01596)	224	0.065	0.05	1.3	-0.5247285	1.0
chr2	22797320	22797334	5	0.0	3	0.0005325	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr2	23011839	23011853	9	0.0	3	0.6347125	1e-05	(0 , 0.00089)	961	0.43	0.365	1.1780822	-0.3277757	1.0
chr2	23012022	23012045	8	0.0	3	0.677243	0.0	(0 , 0.00054)	264	0.16	0.16	1.0	-0.0	1.0
